is_fraud,ERC20_num_unique_senders_to_acc,total_transactions,ERC20_num_unique_senders_contract_to_acc,total_value_sent_ratio,avg_value_sent,num_received_to_total_txns_ratio,min_value_sent,ERC20_num_unique_recipients_from_acc,num_unique_senders_to_acc,max_value_received,total_ether_received,num_unique_recipients_from_acc,first_and_last_txns_time_diff,total_value_received_ratio,has_sent_ERC20,max_value_sent,avg_time_between_received_txns,min_value_received,avg_time_between_sent_txns,total_ERC20_sent_contract_in_ether,ERC20_max_value_sent
0,54.0,810,58.0,0.4038587870570823,1.200681,0.1098765432098765,0.0,30.0,40,45.806785,586.4666748,118,704785.63,0.5961412129429176,1,31.22,1093.71,0.0,844.26,0.0,16830998.35
0,5.0,102,7.0,0.4998526747749169,0.032844,0.0784313725490196,0.0,1.0,5,2.613269,3.085478209,14,1218216.73,0.5001473252250831,1,1.8,2958.44,0.0,12709.07,0.0,2.260809
0,7.0,12,8.0,0.5000307202656772,1.7943080000000002,0.8333333333333334,0.05,0.0,10,1.165453,3.58905665,2,516729.3,0.4999692797343228,0,3.538616,2434.02,0.113119,246194.54,0.0,0.0
0,11.0,34,11.0,0.338468354664271,70.001834,0.2647058823529412,0.0,2.0,7,500.0,895.399559,13,397555.9,0.661531645335729,1,450.0,15785.09,0.0,10219.6,0.0,9029.23068
0,23.0,4619,27.0,0.3386689018341879,0.022688,0.0043299415457891,0.0,4.0,7,12.802411,53.4218965,19,382472.42,0.6613310981658121,1,9.0,10707.77,0.0,36.61,0.0,45000.0
0,0.0,5,0.0,0.5000259680843628,4.851858,0.6,4.1668,0.0,2,4.813776,9.70472386,1,20926.68,0.4999740319156372,0,5.5369160000000015,375.48,0.7241479999999999,9900.12,0.0,0.0
0,0.0,36,0.0,0.500349435372922,0.482496,0.3055555555555556,0.009457,0.0,9,2.65,12.079266,20,8660.35,0.4996505646270779,0,4.284785,629.44,0.049,69.46,0.0,0.0
0,5.0,218,7.0,0.3385918176949644,0.040861,0.0229357798165137,0.0,0.0,3,2.0,4.45548974,3,319828.05,0.6614081823050355,0,0.7,176.84,0.11849,1497.39,0.0,0.0
0,0.0,2,0.0,0.5000775120143622,1.99938,0.5,1.99938,0.0,1,2.0,2.0,1,496.62,0.4999224879856377,0,1.99938,0.0,2.0,0.0,0.0,0.0
0,1.0,11,1.0,0.2515350667998815,18.634625,0.2727272727272727,0.1,0.0,2,40.0,50.1,4,30572.7,0.7484649332001185,0,40.0,3336.01,0.1,2570.59,0.0,0.0
0,0.0,20,0.0,0.5001900571707197,1.004055,0.5,0.999088,0.0,2,1.014875,10.04819041,1,129540.15,0.4998099428292802,0,1.01417,12921.57,1.000052,32.45,0.0,0.0
0,7.0,254,8.0,0.5000012165469517,103.974875,0.968503937007874,0.01,0.0,4,81.38600000000002,831.8030477000002,3,385961.98,0.4999987834530482,0,300.0,1448.09,0.118061,3716.41,0.0,0.0
